Datafile,Gene,chr,No,Region,Ingroup,Outgroup,n,Sites,NetSites,S,Eta,Hap,Hd,VarHd,Pi,VarPi,AvNumDif,ThetaNuc,ThetaG,ZnS,G+Cn,G+Gc,G+Ctot,TajimaD,SigD,FuLiD*,SigD,FuLiF*,SigF,FuFs
evm.TU.Chr4.192,#N/A,Chr4,1471,        1-408,23,0,23,408,408,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.4608,0,0.4608,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.193,rna-CPHLJ_4g3210,Chr4,1472,        1-675,23,0,23,675,675,4,4,3,0.522,0.00843,0.001335,n.d.,0.9012,0.001606,1.0838,0.5168,0.3726,0,0.3726,-0.4667,n.s.,1.0898,n.s.,0.7514,n.s.,1.114
evm.TU.Chr4.194,rna-CPHLJ_4g3200,Chr4,1473,        1-306,23,0,23,306,306,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3072,0,0.3072,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.195,rna-CPHLJ_4g3195,Chr4,1474,        1-431,23,0,23,431,431,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3155,0,0.3155,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.196,rna-CPHLJ_4g3190,Chr4,1475,        1-321,23,0,23,321,321,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.324,0,0.324,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.197,rna-CPHLJ_4g3180,Chr4,1476,       1-1332,23,0,23,1332,1332,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3446,0,0.3446,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.198,rna-CPHLJ_4g3170,Chr4,1477,        1-674,23,0,23,674,673,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3031,0,0.3031,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.199,rna-CPHLJ_4g3160,Chr4,1478,        1-789,23,0,23,789,789,1,1,2,0.403,0.00826,0.000511,n.d.,0.4032,0.000343,0.2709,n.a.,0.4021,0,0.4021,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr4.200,rna-CPHLJ_4g3150,Chr4,1479,       1-2532,23,0,23,2532,2532,4,4,4,0.719,0.00261,0.00069,n.d.,1.747,0.000428,1.0838,0.3409,0.3139,0,0.3139,1.6953,n.s.,1.0898,n.s.,1.4567,#   ,1.599
evm.TU.Chr4.201,rna-CPHLJ_4g3140,Chr4,1480,        1-948,23,0,23,948,948,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3724,0,0.3724,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.202,rna-CPHLJ_4g3130,Chr4,1481,        1-759,23,0,23,759,759,1,1,2,0.403,0.00826,0.000531,n.d.,0.4032,0.000357,0.2709,n.a.,0.4084,0,0.4084,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr4.203,rna-CPHLJ_4g3120,Chr4,1482,       1-1695,23,0,23,1695,1695,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.318,0,0.318,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.204,rna-CPHLJ_4g3110,Chr4,1483,       1-2160,23,0,23,2160,2160,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3273,0,0.3273,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.205,rna-CPHLJ_4g3100,Chr4,1484,       1-4848,23,0,23,4848,4848,4,4,5,0.628,0.0076,0.000326,n.d.,1.581,0.000224,1.0838,0.3582,0.3442,0,0.3442,1.271,n.s.,1.0898,n.s.,1.3183,n.s.,0.257
evm.TU.Chr4.206,rna-CPHLJ_4g3090,Chr4,1485,       1-1608,23,0,23,1608,1608,2,2,3,0.577,0.00767,0.000531,n.d.,0.8538,0.000337,0.5419,n.a.,0.4023,0,0.4023,1.284,n.s.,0.8437,n.s.,1.1096,n.s.,0.989
evm.TU.Chr4.207,rna-CPHLJ_4g3080,Chr4,1486,        1-471,23,0,23,471,471,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3715,0,0.3715,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.208,rna-CPHLJ_4g3070,Chr4,1487,        1-429,23,0,23,429,429,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.352,0,0.352,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.209,#N/A,Chr4,1488,       1-1107,23,0,23,1107,1107,3,3,4,0.715,0.0019,0.001164,n.d.,1.2885,0.000734,0.8128,0.3842,0.3425,0,0.3425,1.4921,n.s.,0.9855,n.s.,1.2994,n.s.,0.762
evm.TU.Chr4.210,rna-CPHLJ_4g3040,Chr4,1489,       1-1320,23,0,23,1320,1320,1,1,2,0.474,0.00447,0.000359,n.d.,0.4743,0.000205,0.2709,n.a.,0.3722,0,0.3722,1.2833,n.s.,0.6287,n.s.,0.9227,n.s.,1.378
evm.TU.Chr4.211,#N/A,Chr4,1490,        1-978,23,0,23,978,978,3,3,4,0.715,0.0019,0.00135,n.d.,1.3202,0.000831,0.8128,0.3877,0.3605,0,0.3605,1.5913,n.s.,0.9855,n.s.,1.3313,n.s.,0.824
evm.TU.Chr4.212,rna-CPHLJ_4g3020,Chr4,1491,       1-1149,23,0,23,1149,1149,3,3,4,0.767,0.00149,0.001073,n.d.,1.2332,0.000707,0.8128,0.1448,0.3302,0,0.3302,1.3185,n.s.,0.9855,n.s.,1.2436,n.s.,0.65
evm.TU.Chr4.213,rna-CPHLJ_4g3010,Chr4,1492,        1-846,23,0,23,846,846,1,1,2,0.443,0.00635,0.000523,n.d.,0.4427,0.00032,0.2709,n.a.,0.3684,0,0.3684,1.0837,n.s.,0.6287,n.s.,0.8612,n.s.,1.253
evm.TU.Chr4.214,rna-CPHLJ_4g3000,Chr4,1493,       1-2127,23,0,23,2127,2127,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.4048,0,0.4048,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.215,rna-CPHLJ_4g2990,Chr4,1494,       1-1377,23,0,23,1377,1377,1,1,2,0.498,0.00285,0.000362,n.d.,0.498,0.000197,0.2709,n.a.,0.3515,0,0.3515,1.4329,n.s.,0.6287,n.s.,0.9688,n.s.,1.47
evm.TU.Chr4.216,rna-CPHLJ_4g2980,Chr4,1495,       1-1453,23,0,23,1453,1453,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3111,0,0.3111,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.217,rna-CPHLJ_4g2970,Chr4,1496,       1-3070,23,0,23,3070,3070,1,1,2,0.443,0.00635,0.000144,n.d.,0.4427,0.000088,0.2709,n.a.,0.2998,0,0.2998,1.0837,n.s.,0.6287,n.s.,0.8612,n.s.,1.253
evm.TU.Chr4.218,rna-CPHLJ_4g2950,Chr4,1497,        1-996,23,0,23,996,996,1,1,2,0.443,0.00635,0.000444,n.d.,0.4427,0.000272,0.2709,n.a.,0.3497,0,0.3497,1.0837,n.s.,0.6287,n.s.,0.8612,n.s.,1.253
evm.TU.Chr4.219,rna-CPHLJ_4g2940,Chr4,1498,        1-844,23,0,23,844,844,1,1,2,0.3,0.01095,0.000356,n.d.,0.3004,0.000321,0.2709,n.a.,0.2929,0,0.2929,0.1858,n.s.,0.6287,n.s.,0.5844,n.s.,0.612
evm.TU.Chr4.220,rna-CPHLJ_4g2930,Chr4,1499,       1-2013,23,0,23,2013,2013,6,6,5,0.806,0.00149,0.001155,n.d.,2.3241,0.000808,1.6257,0.2793,0.2743,0,0.2743,1.3148,n.s.,1.2361,n.s.,1.4587,#   ,1.367
evm.TU.Chr4.221,rna-CPHLJ_4g2920,Chr4,1500,       1-1857,23,0,23,1857,1857,5,5,5,0.672,0.00647,0.000966,n.d.,1.7945,0.00073,1.3547,0.2938,0.304,0,0.304,0.9523,n.s.,1.1708,n.s.,1.2828,n.s.,0.604
evm.TU.Chr4.222,rna-CPHLJ_4g2910,Chr4,1501,       1-2049,23,0,23,2049,2049,2,2,3,0.522,0.00843,0.000313,n.d.,0.6403,0.000264,0.5419,n.a.,0.3376,0,0.3376,0.4052,n.s.,0.8437,n.s.,0.8322,n.s.,0.372
evm.TU.Chr4.223,#N/A,Chr4,1502,      1-26681,23,0,23,26681,26678,9,9,7,0.846,0.00167,0.000111,n.d.,2.9565,0.000091,2.4385,0.2383,0.2964,0,0.2964,0.7039,n.s.,1.3744,*   ,1.3687,n.s.,0.272
evm.TU.Chr4.224,rna-CPHLJ_4g2890,Chr4,1503,       1-2058,23,0,23,2058,2058,1,1,2,0.403,0.00826,0.000196,n.d.,0.4032,0.000132,0.2709,n.a.,0.3045,0,0.3045,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr4.225,rna-CPHLJ_4g2880,Chr4,1504,       1-1278,23,0,23,1278,1278,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2715,0,0.2715,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.226,rna-CPHLJ_4g2870,Chr4,1505,       1-1542,23,0,23,1542,1542,2,2,3,0.569,0.00728,0.000415,n.d.,0.6403,0.000351,0.5419,n.a.,0.2989,0,0.2989,0.4052,n.s.,0.8437,n.s.,0.8322,n.s.,0.372
evm.TU.Chr4.227,#N/A,Chr4,1506,       1-1365,23,0,23,1365,1365,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.4308,0,0.4308,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.228,0,Chr4,1507,        1-780,23,0,23,780,780,1,1,2,0.403,0.00826,0.000517,n.d.,0.4032,0.000347,0.2709,n.a.,0.324,0,0.324,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr4.229,rna-CPHLJ_4g2840,Chr4,1508,        1-801,23,0,23,801,801,2,2,2,0.403,0.00826,0.001007,n.d.,0.8063,0.000677,0.5419,n.a.,0.3071,0,0.3071,1.0887,n.s.,0.8437,n.s.,1.0479,n.s.,2.516
evm.TU.Chr4.230,rna-CPHLJ_4g2830,Chr4,1509,        1-777,23,0,23,777,777,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3282,0,0.3282,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.231,0,Chr4,1510,        1-912,23,0,23,912,912,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2873,0,0.2873,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.232,rna-CPHLJ_4g2810,Chr4,1511,       1-3315,23,0,23,3315,3315,2,2,3,0.522,0.00843,0.000172,n.d.,0.5692,0.000163,0.5419,n.a.,0.2865,0,0.2865,0.1123,n.s.,0.8437,n.s.,0.7397,n.s.,0.137
evm.TU.Chr4.233,0,Chr4,1512,        1-603,23,0,23,603,603,1,1,2,0.403,0.00826,0.000669,n.d.,0.4032,0.000449,0.2709,n.a.,0.34,0,0.34,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr4.234,rna-CPHLJ_4g2800,Chr4,1513,       1-1143,23,0,23,1143,1143,1,1,2,0.403,0.00826,0.000353,n.d.,0.4032,0.000237,0.2709,n.a.,0.3686,0,0.3686,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr4.235,rna-CPHLJ_4g2790,Chr4,1514,       1-1269,23,0,23,1269,1269,1,1,2,0.403,0.00826,0.000318,n.d.,0.4032,0.000214,0.2709,n.a.,0.3213,0,0.3213,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr4.236,rna-CPHLJ_4g2780,Chr4,1515,       1-1080,23,0,23,1080,1080,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.387,0,0.387,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.237,rna-CPHLJ_4g2770,Chr4,1516,       1-1656,23,0,23,1656,1656,3,3,3,0.617,0.00395,0.000716,n.d.,1.1858,0.000491,0.8128,0.3867,0.3636,0,0.3636,1.1698,n.s.,0.9855,n.s.,1.1957,n.s.,1.798
evm.TU.Chr4.238,rna-CPHLJ_4g2760,Chr4,1517,        1-186,23,0,23,186,186,1,1,2,0.498,0.00285,0.002678,n.d.,0.498,0.001457,0.2709,n.a.,0.3312,0,0.3312,1.4329,n.s.,0.6287,n.s.,0.9688,n.s.,1.47
evm.TU.Chr4.239,rna-CPHLJ_4g2750,Chr4,1518,       1-1296,23,0,23,1296,1296,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3557,0,0.3557,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.240,rna-CPHLJ_4g2740,Chr4,1519,        1-867,23,0,23,867,867,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3587,0,0.3587,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.241,rna-CPHLJ_4g2730,Chr4,1520,       1-2940,23,0,23,2940,2940,5,5,5,0.708,0.00512,0.000718,n.d.,2.1107,0.000461,1.3547,0.4745,0.2902,0,0.2902,1.637,n.s.,1.1708,n.s.,1.5089,#   ,1.072
evm.TU.Chr4.242,rna-CPHLJ_4g2720,Chr4,1521,       1-7200,23,0,23,7200,7200,4,4,4,0.696,0.0034,0.000199,n.d.,1.4308,0.000151,1.0838,0.2319,0.3524,0,0.3524,0.8871,n.s.,1.0898,n.s.,1.1931,n.s.,1.036
evm.TU.Chr4.243,rna-CPHLJ_4g2690,Chr4,1522,       1-5406,23,0,23,5406,5406,4,4,5,0.743,0.0041,0.000233,n.d.,1.2569,0.0002,1.0838,0.1088,0.3117,0,0.3117,0.4426,n.s.,1.0898,n.s.,1.0481,n.s.,-0.348
evm.TU.Chr4.244,rna-CPHLJ_4g2680,Chr4,1523,        1-741,23,0,23,741,741,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3117,0,0.3117,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.245,rna-CPHLJ_4g2670,Chr4,1524,      1-10329,23,0,23,10329,10329,6,6,7,0.826,0.00209,0.000169,n.d.,1.747,0.000157,1.6257,0.0946,0.3028,0,0.3028,0.2285,n.s.,1.2361,n.s.,1.0965,n.s.,-1.342
evm.TU.Chr4.246,rna-CPHLJ_4g2660,Chr4,1525,       1-1073,23,0,23,1073,1073,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3159,0,0.3159,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.247,rna-CPHLJ_4g2650,Chr4,1526,       1-3350,23,0,23,3350,3350,1,1,2,0.443,0.00635,0.000132,n.d.,0.4427,0.000081,0.2709,n.a.,0.3171,0,0.3171,1.0837,n.s.,0.6287,n.s.,0.8612,n.s.,1.253
evm.TU.Chr4.248,rna-CPHLJ_4g2620,Chr4,1527,        1-984,23,0,23,984,984,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.31,0,0.31,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.249,rna-CPHLJ_4g2610,Chr4,1528,        1-699,23,0,23,699,699,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3076,0,0.3076,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.250,rna-CPHLJ_4g2600,Chr4,1529,       1-1035,23,0,23,1035,1035,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3517,0,0.3517,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.251,rna-CPHLJ_4g2590,Chr4,1530,       1-1059,23,0,23,1059,1059,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3749,0,0.3749,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.252,rna-CPHLJ_4g2580,Chr4,1531,       1-2454,23,0,23,2454,2454,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3325,0,0.3325,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.253,rna-CPHLJ_4g2570,Chr4,1532,       1-1506,23,0,23,1506,1506,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.336,0,0.336,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.254,rna-CPHLJ_4g2560,Chr4,1533,       1-2649,23,0,23,2649,2649,2,2,3,0.569,0.00728,0.00034,n.d.,0.9012,0.000205,0.5419,n.a.,0.3485,0,0.3485,1.4793,n.s.,0.8437,n.s.,1.1712,n.s.,1.114
evm.TU.Chr4.255,rna-CPHLJ_4g2555,Chr4,1534,        1-663,23,0,23,663,663,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3213,0,0.3213,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.256,rna-CPHLJ_4g2550,Chr4,1535,        1-524,23,0,23,524,524,1,1,2,0.166,0.00952,0.000317,n.d.,0.166,0.000517,0.2709,n.a.,0.3281,0,0.3281,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr4.257,#N/A,Chr4,1536,       1-1194,23,0,23,1194,1194,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3861,0,0.3861,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.258,0,Chr4,1537,        1-498,23,0,23,498,498,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3193,0,0.3193,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.259,0,Chr4,1538,        1-731,23,0,23,731,731,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2955,0,0.2955,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.260,rna-CPHLJ_4g2520,Chr4,1539,        1-780,23,0,23,780,780,5,5,4,0.387,0.01494,0.001642,n.d.,1.2806,0.001737,1.3547,0.5721,0.3072,0,0.3072,-0.1604,n.s.,1.1708,n.s.,0.9155,n.s.,0.746
evm.TU.Chr4.261,0,Chr4,1540,        1-987,23,0,23,987,987,4,4,4,0.747,0.00225,0.001466,n.d.,1.4466,0.001098,1.0838,0.279,0.3301,0,0.3301,0.9275,n.s.,1.0898,n.s.,1.2063,n.s.,1.066
evm.TU.Chr4.262,rna-CPHLJ_4g2500,Chr4,1541,        1-723,23,0,23,723,723,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3237,0,0.3237,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.263,rna-CPHLJ_4g2490,Chr4,1542,        1-708,23,0,23,708,708,1,1,2,0.443,0.00635,0.000625,n.d.,0.4427,0.000383,0.2709,n.a.,0.323,0,0.323,1.0837,n.s.,0.6287,n.s.,0.8612,n.s.,1.253
evm.TU.Chr4.264,rna-CPHLJ_4g2480,Chr4,1543,        1-507,23,0,23,507,507,1,1,2,0.166,0.00952,0.000327,n.d.,0.166,0.000534,0.2709,n.a.,0.3726,0,0.3726,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr4.265,rna-CPHLJ_4g2470,Chr4,1544,       1-2433,23,0,23,2433,2433,2,2,3,0.696,0.00095,0.000377,n.d.,0.917,0.000223,0.5419,n.a.,0.3336,0,0.3336,1.5443,n.s.,0.8437,n.s.,1.1918,n.s.,1.154
evm.TU.Chr4.266,rna-CPHLJ_4g2460,Chr4,1545,        1-897,23,0,23,897,897,1,1,2,0.443,0.00635,0.000494,n.d.,0.4427,0.000302,0.2709,n.a.,0.3627,0,0.3627,1.0837,n.s.,0.6287,n.s.,0.8612,n.s.,1.253
evm.TU.Chr4.267,rna-CPHLJ_4g2450,Chr4,1546,        1-510,23,0,23,510,510,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3392,0,0.3392,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.268,rna-CPHLJ_4g2440,Chr4,1547,        1-585,23,0,23,585,585,1,1,2,0.403,0.00826,0.000689,n.d.,0.4032,0.000463,0.2709,n.a.,0.2833,0,0.2833,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr4.269,rna-CPHLJ_4g2430,Chr4,1548,       1-2481,23,0,23,2481,2481,3,3,3,0.569,0.00728,0.000421,n.d.,1.0435,0.000328,0.8128,0.3686,0.2758,0,0.2758,0.7234,n.s.,0.9855,n.s.,1.0523,n.s.,1.467
evm.TU.Chr4.270,rna-CPHLJ_4g2420,Chr4,1549,       1-1752,23,0,23,1752,1752,1,1,2,0.403,0.00826,0.00023,n.d.,0.4032,0.000155,0.2709,n.a.,0.3052,0,0.3052,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr4.271,rna-CPHLJ_4g2410,Chr4,1550,       1-1938,23,0,23,1938,1936,2,2,3,0.569,0.00728,0.000465,n.d.,0.9012,0.00028,0.5419,n.a.,0.3028,0,0.3028,1.4793,n.s.,0.8437,n.s.,1.1712,n.s.,1.114
evm.TU.Chr4.272,rna-CPHLJ_4g2390,Chr4,1551,       1-3147,23,0,23,3147,3147,5,5,5,0.783,0.00211,0.000535,n.d.,1.6838,0.00043,1.3547,0.1542,0.3551,0,0.3551,0.7126,n.s.,1.1708,n.s.,1.2037,n.s.,0.428
evm.TU.Chr4.273,rna-CPHLJ_4g2380,Chr4,1552,       1-1407,23,0,23,1407,1407,4,4,4,0.625,0.00718,0.001079,n.d.,1.5178,0.00077,1.0838,0.4098,0.3126,0,0.3126,1.1094,n.s.,1.0898,n.s.,1.2656,n.s.,1.197
evm.TU.Chr4.274,rna-CPHLJ_4g2375,Chr4,1553,       1-2688,23,0,23,2688,2688,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2987,0,0.2987,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.275,rna-CPHLJ_4g2370,Chr4,1554,       1-1590,23,0,23,1590,1590,3,3,4,0.743,0.00165,0.00083,n.d.,1.3202,0.000511,0.8128,0.192,0.3883,0,0.3883,1.5913,n.s.,0.9855,n.s.,1.3313,n.s.,0.824
evm.TU.Chr4.276,rna-CPHLJ_4g2360,Chr4,1555,       1-1062,23,0,23,1062,1062,3,3,3,0.68,0.00187,0.001213,n.d.,1.2885,0.000765,0.8128,0.4363,0.386,0,0.386,1.4921,n.s.,0.9855,n.s.,1.2994,n.s.,2.027
evm.TU.Chr4.277,rna-CPHLJ_4g2350,Chr4,1556,        1-921,23,0,23,921,921,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.4235,0,0.4235,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.278,rna-CPHLJ_4g2330,Chr4,1557,        1-888,23,0,23,888,888,2,2,3,0.522,0.00843,0.000641,n.d.,0.5692,0.00061,0.5419,n.a.,0.3115,0,0.3115,0.1123,n.s.,0.8437,n.s.,0.7397,n.s.,0.137
evm.TU.Chr4.279,rna-CPHLJ_4g2320,Chr4,1558,       1-2505,23,0,23,2505,2505,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2954,0,0.2954,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.280,rna-CPHLJ_4g2310,Chr4,1559,        1-690,23,0,23,690,690,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3348,0,0.3348,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.281,rna-CPHLJ_4g2300,Chr4,1560,       1-3321,23,0,23,3321,3321,2,2,3,0.379,0.01359,0.000121,n.d.,0.4032,0.000163,0.5419,n.a.,0.3629,0,0.3629,-0.5711,n.s.,0.8437,n.s.,0.524,n.s.,-0.518
evm.TU.Chr4.282,rna-CPHLJ_4g2290,Chr4,1561,        1-624,23,0,23,624,624,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3734,0,0.3734,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.283,rna-CPHLJ_4g2280,Chr4,1562,        1-759,23,0,23,759,759,1,1,2,0.237,0.01098,0.000312,n.d.,0.2372,0.000357,0.2709,n.a.,0.3384,0,0.3384,-0.2132,n.s.,0.6287,n.s.,0.4613,n.s.,0.266
evm.TU.Chr4.284,rna-CPHLJ_4g2270,Chr4,1563,        1-858,23,0,23,858,858,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3462,0,0.3462,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.285,rna-CPHLJ_4g2260,Chr4,1564,        1-933,23,0,23,933,933,2,2,3,0.664,0.00287,0.000864,n.d.,0.8063,0.000581,0.5419,n.a.,0.4325,0,0.4325,1.0887,n.s.,0.8437,n.s.,1.0479,n.s.,0.861
evm.TU.Chr4.286,rna-CPHLJ_4g2250,Chr4,1565,        1-909,23,0,23,909,909,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2849,0,0.2849,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.287,rna-CPHLJ_4g2240,Chr4,1566,       1-3912,23,0,23,3912,3912,2,2,2,0.166,0.00952,0.000085,n.d.,0.332,0.000139,0.5419,n.a.,0.3073,0,0.3073,-0.864,n.s.,0.8437,n.s.,0.4315,n.s.,0.768
evm.TU.Chr4.288,rna-CPHLJ_4g2230,Chr4,1567,       1-1650,23,0,23,1650,1650,2,2,2,0.3,0.01095,0.000364,n.d.,0.6008,0.000328,0.5419,n.a.,0.3554,0,0.3554,0.2425,n.s.,0.8437,n.s.,0.7808,n.s.,1.844
evm.TU.Chr4.289,rna-CPHLJ_4g2220,Chr4,1568,        1-399,23,0,23,399,399,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.391,0,0.391,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.290,rna-CPHLJ_4g2210,Chr4,1569,       1-2658,23,0,23,2658,2658,2,2,3,0.648,0.00298,0.000375,n.d.,0.996,0.000204,0.5419,n.a.,0.3107,0,0.3107,1.8698,#   ,0.8437,n.s.,1.2945,n.s.,1.352
evm.TU.Chr4.291,rna-CPHLJ_4g2200,Chr4,1570,       1-3717,23,0,23,3717,3717,2,2,3,0.522,0.00843,0.000153,n.d.,0.5692,0.000146,0.5419,n.a.,0.3149,0,0.3149,0.1123,n.s.,0.8437,n.s.,0.7397,n.s.,0.137
